,order_id,product_id,add_to_cart_order,reordered
205,23,26283,4,1
206,23,47766,5,1
207,23,12036,6,1
208,23,13497,7,0
209,23,44953,8,0
210,23,7969,9,1
211,23,8518,10,1
212,23,18689,11,0
213,23,44299,12,0
214,23,8381,13,1
215,23,32205,14,0
216,24,40078,1,0
217,24,9065,2,0
218,24,46175,3,0
219,25,9755,1,1
220,25,31487,2,0
221,25,37510,3,1
222,25,14576,4,1
223,25,22105,5,0
224,25,1934,6,1
225,25,6383,7,1
226,25,39046,8,0
227,25,48171,9,0
228,25,33506,10,1
229,25,30320,11,1
230,25,15925,12,0
231,25,37449,13,0
232,25,48299,14,1
233,26,35951,1,0
234,26,24852,2,1
235,26,46206,3,0
236,26,25890,4,0
237,26,33120,5,0
238,26,21903,6,0
239,26,40545,7,0
240,26,47766,8,1
241,27,13176,1,1
242,27,30442,2,1
243,27,13646,3,1
244,27,21019,4,0
245,27,38226,5,0
246,27,18479,6,1
247,27,47766,7,1
248,27,17794,8,1
249,27,42701,9,1
250,27,21938,10,0
251,27,5373,11,1
252,27,28849,12,1
253,27,41588,13,0
254,27,3382,14,1
255,27,19478,15,0
256,27,28985,16,1
257,27,49383,17,1
258,27,40604,18,1
259,27,8654,19,0
260,27,2447,20,0
261,27,24489,21,1
262,27,26128,22,1
263,27,15527,23,0
264,27,41950,24,1
265,27,20638,25,0
266,27,27451,26,0
267,27,10243,27,0
268,28,35108,1,0
269,28,40593,2,1
270,28,17461,3,0
271,28,22825,4,1
272,28,25256,5,1
273,28,47626,6,1
274,28,37220,7,1
275,28,12980,8,1
276,28,27548,9,1
277,28,45504,10,1
278,28,18531,11,1
279,28,47209,12,1
280,28,24024,13,1
281,28,38544,14,1
282,28,37288,15,1
283,28,31915,16,1
284,29,43352,1,1
285,29,21386,2,1
286,29,13176,3,1
287,29,8571,4,1
288,29,33768,5,1
289,30,48559,1,1
290,30,1158,2,1
291,30,42944,3,0
292,31,48946,1,1
293,31,22935,2,1
294,31,21903,3,1
295,31,31717,4,1
296,31,4920,5,1
297,31,25647,6,1
298,31,49156,7,1
299,31,29926,8,1
300,31,47900,9,1
301,31,9436,10,0
302,32,12384,1,1
303,32,15991,2,0
304,32,13176,3,1
305,32,20995,4,1
306,32,18362,5,0
307,32,35887,6,0
308,32,49683,7,1
309,32,4920,8,0
310,32,28199,9,1
311,33,5699,1,1
312,33,32740,2,0
313,33,8592,3,0
314,33,1446,4,0
315,33,46313,5,0
316,33,19970,6,1
317,33,49390,7,0
318,33,32981,8,0
319,33,40063,9,1
320,35,28413,1,0
321,35,24532,2,0
322,35,14715,3,0
323,35,16974,4,0
324,35,37980,5,0
325,37,35561,1,0
326,37,33059,2,0
327,37,43721,3,0
328,39,48679,1,0
329,39,4605,2,0
330,39,28204,3,1
331,39,21903,4,0
332,39,8385,5,0
333,40,10070,1,1
334,40,42450,2,1
335,40,33198,3,1
336,40,34866,4,1
337,41,27344,1,1
338,41,27355,2,1
339,42,19887,1,1
340,42,33000,2,0
341,42,13176,3,1
342,43,20915,1,0
343,43,21949,2,0
344,43,8817,3,0
345,43,37867,4,1
346,43,12850,5,0
347,43,21553,6,1
348,43,34005,7,0
349,44,31509,1,1
350,44,27979,2,1
351,44,20955,3,0
352,44,383,4,0
353,44,44384,5,1
354,44,28012,6,0
355,44,27356,7,0
356,44,13966,8,0
357,44,2240,9,0
358,44,17341,10,0
359,45,16349,1,1
360,46,36884,1,0
361,46,48183,2,0
362,46,26172,3,0
363,46,4778,4,1
364,46,34519,5,1
365,46,11983,6,1
366,46,18346,7,1
367,46,21067,8,1
368,46,41602,9,1
369,46,27656,10,1
370,46,17417,11,1
371,46,22282,12,0
372,46,47827,13,1
373,46,32917,14,0
374,46,5077,15,1
375,46,4447,16,0
376,46,3703,17,0
377,46,34233,18,0
378,46,28921,19,0
379,46,15364,20,0
380,47,16797,1,1
381,47,39275,2,1
382,47,43352,3,1
383,47,46041,4,0
384,47,29223,5,0
385,48,14129,1,0
386,48,22298,2,1
387,48,17600,3,1
388,48,6141,4,0
389,48,42169,5,0
390,48,12144,6,0
391,48,11403,7,0
392,48,36929,8,0
393,49,3513,1,1
394,49,39276,2,1
395,49,20307,3,1
396,49,19677,4,1
397,50,397,1,0
398,50,34993,2,0
399,50,17183,3,1
400,50,37788,4,0
401,50,1025,5,1
402,50,4799,6,1
403,50,276,7,0
404,51,30274,1,0
405,51,3594,2,1
406,51,14994,3,0
407,51,45433,4,0
408,51,44514,5,0
409,51,32624,6,0
410,51,604,7,0
411,51,21195,8,1
412,51,4493,9,1
413,52,18963,1,0
414,52,24852,2,1
415,52,39408,3,1
416,52,49683,4,1
417,52,4485,5,0
418,53,24852,1,1
419,53,37646,2,1
420,53,47209,3,1
421,53,36606,4,0
422,53,32442,5,1
423,53,14467,6,1
424,53,40706,7,1
425,53,5876,8,1
426,53,22298,9,1
427,53,38827,10,1
428,53,39275,11,0
429,53,38647,12,0
430,53,47626,13,0
431,53,34448,14,0
432,53,46194,15,0
433,54,10833,1,0
434,54,24852,2,0
435,54,34004,3,0
436,54,35430,4,0
437,54,11121,5,0
438,54,36086,6,0
439,54,32971,7,0
440,55,42736,1,1
441,55,8671,2,1
442,55,17872,3,0
443,55,5876,4,1
444,55,27966,5,0
445,55,13176,6,1
446,55,8251,7,1
447,55,24385,8,0
448,55,30391,9,0
449,55,8518,10,1
450,55,32734,11,0
451,55,11520,12,0
452,55,18234,13,0
453,55,32177,14,0
454,55,40709,15,1
455,55,45123,16,0
456,55,3464,17,0
457,55,41950,18,1
458,55,26940,19,0
459,55,6740,20,0
460,55,38315,21,0
461,55,25800,22,0
462,56,7021,1,0
463,56,4799,2,0
464,56,24964,3,1
465,56,11520,4,1
466,56,9076,5,1
467,56,1376,6,1
468,56,47209,7,1
469,56,21903,8,1
470,56,21910,9,1
471,56,34050,10,0
472,57,21903,1,0
473,57,47231,2,0
474,57,21137,3,0
475,57,43122,4,0
476,57,19057,5,0
477,57,47209,6,0
478,57,48857,7,0
479,58,23375,1,1
480,58,2825,2,1
481,58,22825,3,1
482,58,13176,4,1
483,58,26604,5,1
484,58,42265,6,0
485,59,32549,1,1
486,59,46077,2,1
487,59,12902,3,1
488,60,9934,1,0
489,60,22395,2,0
490,60,36929,3,0
491,60,37110,4,1
492,60,13176,5,1
493,60,37646,6,1
494,60,27966,7,1
495,60,17123,8,1
496,60,38777,9,1
497,60,2298,10,1
498,60,48628,11,1
499,60,781,12,1
500,60,13249,13,1
501,60,22935,14,1
502,60,890,15,1
503,60,17794,16,1
504,60,22963,17,1
505,60,44910,18,1
506,61,42265,1,1
507,61,22507,2,0
508,61,4149,3,1
509,61,29127,4,1
510,61,15541,5,1
511,61,13042,6,1
512,61,20940,7,1
513,61,10473,8,1
514,61,17207,9,1
515,61,38928,10,1
516,61,6184,11,1
517,61,16974,12,1
518,62,10017,1,0
519,62,43394,2,1
520,62,37766,3,1
521,62,26209,4,0
522,62,47766,5,0
523,62,28849,6,0
524,62,20114,7,0
525,63,25886,1,0
526,63,41674,2,0
527,63,9327,3,0
528,63,24203,4,1
529,63,34854,5,0
530,63,34640,6,0
531,63,6046,7,0
532,63,287,8,1
533,63,12508,9,0
534,63,13733,10,1
535,64,17889,1,1
536,64,9292,2,1
537,64,15424,3,1
538,64,18988,4,1
539,64,38959,5,1
540,65,19155,1,1
541,65,1940,2,1
542,65,25170,3,0
543,66,3397,1,1
544,66,21955,2,1
545,66,38689,3,1
546,66,45368,4,1
547,66,7658,5,1
548,66,37102,6,0
549,67,13176,1,1
550,67,11422,2,1
551,67,27514,3,1
552,67,46654,4,1
553,67,47993,5,1
554,67,5438,6,1
555,67,46226,7,0
556,67,25670,8,0
557,68,43739,1,1
558,68,17924,2,1
559,68,31805,3,1
560,68,9387,4,1
561,68,196,5,1
562,68,7768,6,0
563,68,17207,7,0
564,68,1629,8,0
565,68,21288,9,1
566,69,43875,1,1
567,69,27845,2,1
568,69,47049,3,1
569,69,8186,4,1
570,69,34134,5,1
571,69,42345,6,1
572,69,28682,7,0
573,69,36342,8,1
574,69,12341,9,0
575,69,11140,10,0
576,69,23060,11,1
577,70,11067,1,0
578,70,11481,2,0
579,70,44008,3,0
580,70,35824,4,1
581,71,10017,1,0
582,71,12023,2,0
583,71,47209,3,1
584,71,41544,4,0
585,71,5876,5,1
586,71,31553,6,1
587,71,31717,7,1
588,71,26209,8,1
589,71,39389,9,0
590,71,44632,10,1
591,72,28204,1,1
592,72,39108,2,1
593,72,4472,3,1
594,72,43950,4,1
595,72,29228,5,1
596,72,42548,6,1
597,72,20588,7,1
598,72,24852,8,1
599,72,47479,9,0
600,72,38515,10,0
601,72,5514,11,0
602,73,28413,1,0
603,73,24125,2,1
604,73,11759,3,1
605,73,21903,4,1
606,74,46667,1,1
607,74,14129,2,1
608,74,11136,3,1
609,74,27247,4,1
610,74,17902,5,1
611,74,45681,6,1
612,74,7715,7,1
613,74,15392,8,1
614,74,12456,9,1
615,74,14540,10,1
616,74,26369,11,1
617,75,25138,1,0
618,75,2361,2,0
619,75,10915,3,0
620,75,39275,4,0
621,75,21616,5,0
622,75,12341,6,0
623,75,33768,7,0
624,75,40709,8,0
625,75,24889,9,0
626,75,5959,10,0
627,75,43889,11,0
628,75,45646,12,0
629,75,44077,13,0
630,75,21019,14,0
631,75,46383,15,0
632,75,25195,16,0
633,76,31974,1,0
634,76,14159,2,1
635,76,33357,3,0
636,76,38996,4,0
637,76,39844,5,0
638,77,49510,1,1
639,77,36481,2,1
640,77,5120,3,1
641,77,43154,4,1
642,77,24184,5,1
643,77,2295,6,1
644,77,8277,7,1
645,77,34969,8,0
646,77,47626,9,1
647,77,15290,10,1
648,77,2979,11,0
649,77,22935,12,0
650,77,30391,13,0
651,77,23233,14,0
652,77,48057,15,0
653,77,31040,16,1
654,77,38944,17,0
655,77,39619,18,0
656,77,38273,19,0
657,77,36550,20,1
658,77,18079,21,0
659,78,32403,1,0
660,78,12899,2,0
661,78,21573,3,0
662,78,32455,4,1
663,78,16797,5,0
664,79,4210,1,1
665,79,4377,2,1
666,79,39461,3,1
667,79,13627,4,1
668,79,13110,5,1
669,79,12397,6,1
670,79,4840,7,0
671,79,11256,8,1
672,80,10761,1,1
673,80,27845,2,1
674,80,42118,3,1
675,80,24852,4,1
676,80,23734,5,1
677,80,2295,6,1
678,80,26604,7,0
679,81,25931,1,1
680,81,43014,2,1
681,81,24838,3,1
682,81,47209,4,1
683,81,15040,5,1
684,81,22867,6,1
685,81,10385,7,1
686,81,21137,8,1
687,81,39928,9,0
688,81,46394,10,0
689,81,44683,11,1
690,82,35417,1,1
691,82,14117,2,1
692,82,3376,3,1
693,82,20520,4,1
694,82,4421,5,1
695,82,39469,6,0
696,82,16797,7,0
697,82,37646,8,1
698,83,13176,1,1
699,83,1087,2,1
700,83,35503,3,1
701,83,4945,4,1
702,83,40587,5,0
703,83,11574,6,0
704,83,37935,7,0
705,83,43352,8,0
706,83,39561,9,0
707,83,2124,10,0
708,83,13292,11,0
709,83,12023,12,0
710,83,4605,13,0
711,83,10060,14,1
712,84,1463,1,1
713,84,11193,2,1
714,84,34423,3,1
715,84,28842,4,1
716,84,13984,5,1
717,84,42300,6,1
718,84,17594,7,0
719,84,34065,8,1
720,84,18306,9,0
721,85,16797,1,1
722,85,19691,2,0
723,85,32259,3,0
724,85,20217,4,0
725,85,21349,5,0
726,85,33776,6,0
727,85,41611,7,0
728,85,34063,8,1
729,85,42240,9,1
730,86,37634,1,0
731,86,36004,2,0
732,86,45253,3,0
733,86,47123,4,1
734,86,32566,5,1
735,86,23115,6,1
736,86,22950,7,1
737,86,17706,8,1
738,87,16797,1,1
739,87,39947,2,1
740,87,31748,3,0
741,87,44119,4,0
742,87,38770,5,0
743,87,49279,6,1
744,87,2707,7,1
745,87,45312,8,0
746,87,40338,9,1
747,87,46881,10,0
748,87,6128,11,0
749,87,13637,12,0
750,87,4105,13,0
751,87,46052,14,0
752,87,8538,15,0
753,88,21616,1,1
754,88,19511,2,1
755,88,47626,3,1
756,88,35628,4,1
757,88,18523,5,1
758,88,24852,6,1
759,88,2067,7,1
760,88,21137,8,1
761,88,43961,9,1
762,88,7485,10,1
763,88,9366,11,0
764,88,47766,12,0
765,88,30442,13,1
766,88,49131,14,1
767,88,46654,15,1
768,88,27690,16,0
769,88,27548,17,0
770,88,1158,18,0
771,88,26252,19,0
772,88,49683,20,0
773,88,15649,21,1
774,88,38400,22,1
775,88,28993,23,0
776,89,17794,1,1
777,89,20600,2,1
778,89,5876,3,1
779,89,37011,4,1
780,89,26648,5,1
781,90,42265,1,1
782,90,33043,2,0
783,90,890,3,0
784,90,44449,4,0
785,90,12797,5,1
786,91,5825,1,1
787,91,44303,2,1
788,91,48784,3,1
789,91,23293,4,1
790,91,42813,5,1
791,91,6218,6,1
792,92,44116,1,1
793,92,21903,2,1
794,92,4793,3,1
795,92,39121,4,1
796,92,29742,5,1
797,92,18288,6,1
798,92,45633,7,1
799,92,2929,8,1
800,92,1376,9,1
801,92,35503,10,1
802,92,14332,11,0
803,92,35704,12,0
804,92,14540,13,0
805,92,25230,14,0
806,92,48385,15,0
807,92,35561,16,0
808,92,1392,17,0
809,92,1374,18,1
810,92,39928,19,1
811,92,21137,20,0
812,92,24852,21,1
813,92,26604,22,0
814,92,49235,23,1
815,92,44375,24,1
816,92,5646,25,1
817,93,13194,1,0
818,93,47226,2,0
819,93,28454,3,1
820,93,33671,4,1
821,93,39620,5,0
822,93,23909,6,1
823,93,39581,7,1
824,93,27323,8,1
825,93,42677,9,0
826,93,4966,10,1
827,93,39408,11,0
828,93,13176,12,0
829,93,29487,13,1
830,93,25727,14,1
831,94,35221,1,1
832,94,16521,2,0
833,94,11520,3,1
834,94,17948,4,0
835,95,9337,1,0
836,95,10121,2,1
837,95,37630,3,0
838,95,22035,4,1
839,95,20379,5,1
840,95,39928,6,1
841,95,12395,7,1
842,95,21137,8,1
843,95,10849,9,1
844,95,47766,10,1
845,95,48464,11,1
846,95,49683,12,1
847,95,48287,13,1
848,95,37158,14,1
849,97,4366,1,1
850,97,17600,2,1
851,97,12276,3,1
852,97,30949,4,1
853,97,46175,5,0
854,97,36772,6,1
855,97,30850,7,1
856,97,44116,8,1
857,97,25451,9,1
858,97,2275,10,1
859,97,28465,11,1
860,97,10761,12,0
861,97,19019,13,1
862,97,33439,14,1
863,97,34565,15,0
864,97,35134,16,1
865,97,38782,17,1
866,97,38090,18,1
867,97,33184,19,1
868,97,1136,20,1
869,97,37460,21,1
870,97,28515,22,1
871,97,4006,23,0
872,97,37867,24,0
873,97,41973,25,0
874,97,27177,26,0
875,97,29963,27,0
876,99,46584,1,1
877,99,38200,2,1
878,99,13991,3,0
879,99,8025,4,0
880,99,32105,5,0
881,99,35176,6,0
882,99,12157,7,0
883,100,19660,1,0
884,100,196,2,0
885,101,6249,1,1
886,101,1408,2,1
887,101,5729,3,1
888,101,9138,4,1
889,101,16570,5,1
890,101,4472,6,1
891,101,21616,7,1
892,101,44926,8,1
893,101,47852,9,1
894,101,3561,10,0
895,101,37825,11,1
896,101,47626,12,0
897,102,29487,1,1
898,102,44625,2,1
899,102,27966,3,0
900,102,24830,4,0
901,102,27104,5,0
902,102,39001,6,0
903,102,19446,7,0
904,102,44570,8,0
905,102,26410,9,1
906,102,37462,10,0
907,103,30850,1,0
908,103,5794,2,0
909,103,1695,3,0
910,103,40386,4,0
911,104,28745,1,1
912,104,22124,2,1
913,104,26604,3,1
914,104,5212,4,0
915,105,1194,1,0
916,105,12276,2,1
917,105,13176,3,1
918,105,27423,4,1
919,105,17600,5,1
920,105,4920,6,1
921,105,28204,7,1
922,105,26790,8,0
923,105,27690,9,0
924,105,42443,10,1
925,105,4210,11,1
926,105,11712,12,0
927,106,4210,1,0
928,106,11210,2,0
929,106,2839,3,1
930,106,19836,4,1
931,106,49505,5,1
932,106,27288,6,1
933,106,23011,7,1
934,106,37449,8,1
935,106,47144,9,1
936,106,22620,10,0
937,106,24184,11,1
938,106,18019,12,1
939,106,19539,13,1
940,106,14168,14,1
941,106,16177,15,1
942,106,21938,16,1
943,106,44455,17,1
944,106,16370,18,1
945,106,27509,19,1
946,106,42548,20,1
947,106,30958,21,1
948,106,4497,22,1
949,106,12945,23,1
950,106,39335,24,0
951,106,46167,25,0
952,106,30413,26,1
953,106,31562,27,1
954,106,38819,28,0
955,106,20114,29,1
956,106,34092,30,1
957,106,5048,31,0
958,106,26179,32,0
959,106,14936,33,0
960,106,5672,34,0
961,107,35535,1,1
962,107,31577,2,1
963,107,47783,3,1
964,107,30391,4,1
965,107,43394,5,1
966,107,16953,6,1
967,107,11513,7,1
968,108,36011,1,1
969,108,21847,2,0
970,108,14872,3,0
971,108,42075,4,0
972,108,38381,5,0
973,108,7751,6,0
974,108,42383,7,0
975,108,5212,8,0
976,108,13708,9,0
977,109,36217,1,1
978,109,8195,2,1
979,109,25146,3,1
980,109,7948,4,0
981,109,4715,5,1
982,109,10616,6,1
983,109,49478,7,0
984,109,18848,8,1
985,109,26165,9,1
986,109,14131,10,0
987,109,19076,11,0
988,109,35871,12,0
989,109,49056,13,0
990,109,31555,14,1
991,109,22894,15,0
992,109,37751,16,0
993,109,42240,17,0
994,109,15452,18,0
995,109,33651,19,0
996,109,36066,20,0
997,109,40310,21,1
998,110,5876,1,0
999,110,35951,2,0
1000,110,9450,3,0
1001,110,26216,4,0
1002,110,21405,5,0
1003,110,24852,6,0
1004,110,6873,7,0
1005,110,34969,8,0
1006,110,20114,9,0
1007,110,23689,10,0
1008,111,16797,1,1
1009,111,20574,2,1
1010,111,17461,3,1
1011,111,15429,4,1
1012,111,49683,5,1
1013,113,46654,1,1
1014,113,35503,2,0
1015,113,27171,3,0
1016,113,21903,4,0
1017,113,19706,5,0
1018,113,8193,6,0
1019,113,46313,7,0
1020,114,24954,1,0
1021,114,1688,2,0
1022,114,37371,3,0
1023,114,5782,4,0
1024,114,1263,5,0
1025,114,23763,6,0
1026,114,24385,7,0
1027,114,4495,8,0
1028,114,31164,9,0
1029,114,31766,10,0
1030,115,45504,1,1
1031,115,35003,2,1
1032,115,48657,3,1
1033,115,23955,4,1
1034,115,22920,5,1
1035,115,23375,6,1
1036,115,39636,7,0
1037,115,48590,8,0
1038,115,37358,9,0
1039,115,1186,10,0
1040,115,40332,11,1
1041,115,49199,12,0
1042,116,27104,1,1
1043,116,42342,2,1
1044,117,2078,1,1
1045,117,27756,2,1
1046,117,44987,3,1
1047,117,27323,4,1
1048,117,49465,5,1
1049,117,35898,6,0
1050,117,40593,7,1
1051,117,39481,8,0
1052,117,11132,9,0
1053,117,20119,10,0
1054,117,14947,11,0
1055,117,21283,12,0
1056,117,31660,13,0
1057,117,33351,14,0
1058,117,44603,15,0
1059,118,8571,1,1
1060,118,21292,2,0
1061,118,32303,3,1
1062,118,16283,4,1
1063,119,18908,1,0
1064,119,22395,2,0
1065,119,23400,3,0
1066,119,17206,4,0
1067,119,44142,5,0
1068,119,29987,6,0
1069,119,31506,7,0
1070,119,28425,8,0
1071,119,12572,9,0
1072,120,40545,1,0
1073,120,26604,2,0
1074,120,28204,3,0
1075,120,41273,4,0
1076,120,48205,5,0
1077,120,42834,6,0
1078,120,31323,7,0
1079,120,1503,8,0
1080,120,46703,9,0
1081,120,5068,10,0
1082,120,28156,11,0
1083,120,26689,12,0
1084,120,33120,13,0
1085,120,19061,14,0
1086,120,39037,15,0
1087,120,11022,16,0
1088,121,42493,1,1
1089,121,13372,2,0
1090,121,3696,3,1
1091,121,48532,4,1
1092,121,38579,5,1
1093,122,17794,1,0
1094,122,18644,2,0
1095,123,44632,1,1
1096,123,9839,2,1
1097,123,22035,3,1
1098,123,16825,4,1
1099,123,48246,5,1
1100,123,14917,6,1
1101,123,46823,7,1
1102,123,6692,8,1
1103,123,8859,9,1
1104,123,37464,10,1
1105,123,26604,11,1
1106,123,19048,12,0
1107,123,49273,13,0
1108,123,43908,14,1
1109,123,37646,15,1
1110,123,28123,16,1
1111,123,44683,17,1
1112,123,36010,18,1
1113,124,44570,1,1
1114,124,24630,2,0
1115,124,28527,3,1
1116,124,21405,4,0
1117,124,4853,5,1
1118,124,26698,6,1
1119,124,11513,7,1
1120,124,28990,8,1
1121,125,6656,1,1
1122,125,22035,2,1
1123,125,30489,3,1
1124,125,36550,4,1
1125,125,17835,5,1
1126,125,22963,6,1
1127,125,13176,7,1
1128,125,49215,8,1
1129,125,26282,9,1
1130,125,49235,10,1
1131,125,43961,11,1
1132,125,44359,12,1
1133,125,11068,13,1
1134,125,43249,14,1
1135,125,39619,15,1
1136,125,29987,16,1
1137,125,17948,17,1
1138,125,20549,18,1
1139,125,49175,19,1
1140,125,35750,20,1
1141,125,21777,21,1
1142,125,17807,22,1
1143,125,23074,23,1
1144,125,2002,24,1
1145,125,36735,25,1
1146,125,1463,26,1
1147,126,14650,1,0
1148,126,6104,2,1
1149,126,7054,3,1
1150,126,25890,4,1
1151,126,47209,5,0
1152,126,24866,6,0
1153,127,16797,1,1
1154,127,9076,2,1
1155,127,23549,3,0
1156,127,37052,4,1
1157,127,4313,5,1
1158,127,25197,6,1
1159,127,7644,7,0
1160,127,47357,8,0
1161,127,45064,9,1
1162,127,9515,10,1
1163,127,15902,11,1
1164,127,39938,12,0
1165,128,4421,1,1
1166,128,18770,2,1
1167,128,24184,3,1
1168,128,13176,4,1
1169,128,42265,5,1
1170,128,16249,6,1
1171,128,28278,7,0
1172,128,7010,8,1
1173,128,41290,9,1
1174,128,39984,10,1
1175,129,13176,1,0
1176,129,35628,2,1
1177,129,33454,3,1
1178,129,15649,4,1
1179,129,26634,5,0
1180,129,13198,6,1
1181,129,41950,7,0
1182,129,24850,8,1
1183,129,17471,9,1
1184,129,5194,10,1
1185,129,38995,11,1
1186,129,7067,12,1
1187,129,31073,13,0
1188,129,47509,14,0
1189,129,14715,15,0
1190,129,10017,16,0
1191,129,43338,17,0
1192,129,27845,18,1
1193,130,39218,1,0
1194,130,4276,2,0
1195,130,14357,3,0
1196,130,18376,4,0
1197,130,24852,5,0
1198,130,33232,6,0
1199,130,12496,7,0
1200,130,8309,8,0
1201,130,19057,9,0
1202,130,44449,10,0
1203,130,34358,11,0
1204,130,9436,12,0
1205,130,35221,13,0
1206,130,3583,14,0
1207,131,5876,1,1
1208,131,24964,2,1
1209,131,31717,3,1
1210,131,34126,4,1
1211,131,39984,5,1
1212,131,45007,6,1
1213,131,20869,7,0
1214,131,22935,8,1
1215,131,26937,9,1
1216,131,21174,10,1
1217,131,40706,11,1
1218,131,21405,12,1
1219,131,39475,13,1
1220,131,5588,14,0
1221,131,42768,15,1
1222,131,4544,16,0
1223,131,28826,17,0
1224,131,29506,18,1
1225,132,36640,1,1
1226,132,17980,2,1
1227,132,8239,3,0
1228,132,17830,4,1
1229,132,39871,5,0
1230,132,19677,6,1
1231,132,43295,7,0
1232,132,48057,8,1
1233,132,33156,9,0
1234,132,11447,10,0
1235,132,25533,11,1
1236,133,48679,1,1
1237,133,18670,2,1
1238,134,43961,1,0
1239,134,17316,2,1
1240,134,14852,3,1
1241,134,30696,4,1
1242,134,169,5,1
1243,134,36076,6,1
1244,134,30169,7,1
1245,134,42460,8,1
1246,134,48423,9,1
